	=subtotal(109,B3:B3)										Total	Unique	Corrected	
1292.0	1	sp|P61963|DCAF7_MOUSE	 	18.1	342	38926	DDB1- and CUL4-associated factor 7 OS=Mus musculus OX=10090 GN=Dcaf7 PE=1 SV=1	7	7	1.000	7	7	7.000	 
1293.0	1	sp|P61965|WDR5_MOUSE	 	26.0	334	36588	WD repeat-containing protein 5 OS=Mus musculus OX=10090 GN=Wdr5 PE=1 SV=1	13	13	1.000	13	13	13.000	 
1294.0	1	sp|P61967|AP1S1_MOUSE	 	26.6	158	18733	AP-1 complex subunit sigma-1A OS=Mus musculus OX=10090 GN=Ap1s1 PE=1 SV=1	5	5	1.000	5	5	5.000	 
1295.0	1	sp|P61971|NTF2_MOUSE	 	50.4	127	14478	Nuclear transport factor 2 OS=Mus musculus OX=10090 GN=Nutf2 PE=1 SV=1	9	9	1.000	9	9	9.000	 
1296.0	1	sp|P61979|HNRPK_MOUSE	 	51.8	463	50976	Heterogeneous nuclear ribonucleoprotein K OS=Mus musculus OX=10090 GN=Hnrnpk PE=1 SV=1	82	82	1.000	82	82	82.000	 
1297.0	1	sp|P61982|1433G_MOUSE	 	45.7	247	28302	14-3-3 protein gamma OS=Mus musculus OX=10090 GN=Ywhag PE=1 SV=2	56	30	0.536	56	30	38.698	sp|P61982|1433G_MOUSE, sp|P62259|1433E_MOUSE, sp|P63101|1433Z_MOUSE, sp|P68254|1433T_MOUSE, sp|P68510|1433F_MOUSE, sp|Q9CQV8|1433B_MOUSE
1298.0	1	sp|P62046|LRCH1_MOUSE	 	17.3	709	79075	Leucine-rich repeat and calponin homology domain-containing protein 1 OS=Mus musculus OX=10090 GN=Lrch1 PE=1 SV=2	10	10	1.000	10	10	10.000	 
1299.0	1	sp|P62071|RRAS2_MOUSE	 	18.1	204	23399	Ras-related protein R-Ras2 OS=Mus musculus OX=10090 GN=Rras2 PE=1 SV=1	5	1	0.200	5	1	1.667	sp|P10833|RRAS_MOUSE, sp|P62071|RRAS2_MOUSE
1300.0	1	sp|P62073|TIM10_MOUSE	 	36.7	90	10333	Mitochondrial import inner membrane translocase subunit Tim10 OS=Mus musculus OX=10090 GN=Timm10 PE=1 SV=1	2	2	1.000	2	2	2.000	 
1301.0	1	sp|P62075|TIM13_MOUSE	 	58.9	95	10458	Mitochondrial import inner membrane translocase subunit Tim13 OS=Mus musculus OX=10090 GN=Timm13 PE=1 SV=1	9	9	1.000	9	9	9.000	 
1302.0	1	sp|P62077|TIM8B_MOUSE	 	61.4	83	9286	Mitochondrial import inner membrane translocase subunit Tim8 B OS=Mus musculus OX=10090 GN=Timm8b PE=1 SV=1	5	5	1.000	5	5	5.000	 
1303.0	1	sp|P62082|RS7_MOUSE	 	39.2	194	22127	40S ribosomal protein S7 OS=Mus musculus OX=10090 GN=Rps7 PE=2 SV=1	22	22	1.000	22	22	22.000	 
1303.01	1	tr|F6SVV1|F6SVV1_MOUSE	redundant	39.6	192	21882	40S ribosomal protein S7 OS=Mus musculus OX=10090 GN=Gm9493 PE=3 SV=1	22	22	1.000	22	22	22.000	 
1304.0	1	sp|P62137|PP1A_MOUSE	 	43.3	330	37540	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit OS=Mus musculus OX=10090 GN=Ppp1ca PE=1 SV=1	25	6	0.240	25	6	14.089	sp|P62137|PP1A_MOUSE, sp|P62141|PP1B_MOUSE, sp|P63087|PP1G_MOUSE
1305.0	1	sp|P62141|PP1B_MOUSE	 	41.6	327	37186	Serine/threonine-protein phosphatase PP1-beta catalytic subunit OS=Mus musculus OX=10090 GN=Ppp1cb PE=1 SV=3	29	9	0.310	29	9	21.262	sp|P62137|PP1A_MOUSE, sp|P62141|PP1B_MOUSE, sp|P63087|PP1G_MOUSE
1306.0	1	sp|P62192|PRS4_MOUSE	 	57.7	440	49184	26S proteasome regulatory subunit 4 OS=Mus musculus OX=10090 GN=Psmc1 PE=1 SV=1	49	40	0.816	49	40	45.294	sp|P62192|PRS4_MOUSE, sp|P62196|PRS8_MOUSE
1307.0	1	sp|P62196|PRS8_MOUSE	 	46.3	406	45626	26S proteasome regulatory subunit 8 OS=Mus musculus OX=10090 GN=Psmc5 PE=1 SV=1	37	28	0.757	37	28	31.706	sp|P62192|PRS4_MOUSE, sp|P62196|PRS8_MOUSE
1308.0	1	sp|P62242|RS8_MOUSE	 	59.6	208	24205	40S ribosomal protein S8 OS=Mus musculus OX=10090 GN=Rps8 PE=1 SV=2	45	45	1.000	45	45	45.000	 
1309.0	1	sp|P62245|RS15A_MOUSE	 	66.9	130	14839	40S ribosomal protein S15a OS=Mus musculus OX=10090 GN=Rps15a PE=1 SV=2	40	40	1.000	40	40	40.000	 
1310.0	1	sp|P62254|UB2G1_MOUSE	 	26.5	170	19509	Ubiquitin-conjugating enzyme E2 G1 OS=Mus musculus OX=10090 GN=Ube2g1 PE=1 SV=3	5	5	1.000	5	5	5.000	 
1311.0	1	sp|P62257|UBE2H_MOUSE	 	16.4	183	20655	Ubiquitin-conjugating enzyme E2 H OS=Mus musculus OX=10090 GN=Ube2h PE=1 SV=1	3	3	1.000	3	3	3.000	 
1312.0	1	sp|P62259|1433E_MOUSE	 	62.0	255	29174	14-3-3 protein epsilon OS=Mus musculus OX=10090 GN=Ywhae PE=1 SV=1	63	53	0.841	63	53	55.246	sp|P61982|1433G_MOUSE, sp|P62259|1433E_MOUSE, sp|P63101|1433Z_MOUSE, sp|P68254|1433T_MOUSE, sp|P68510|1433F_MOUSE, sp|Q9CQV8|1433B_MOUSE
1313.0	1	sp|P62264|RS14_MOUSE	 	41.1	151	16273	40S ribosomal protein S14 OS=Mus musculus OX=10090 GN=Rps14 PE=1 SV=3	36	36	1.000	36	36	36.000	 
1314.0	1	sp|P62267|RS23_MOUSE	 	49.7	143	15807	40S ribosomal protein S23 OS=Mus musculus OX=10090 GN=Rps23 PE=1 SV=3	32	32	1.000	32	32	32.000	 
1315.0	1	sp|P62270|RS18_MOUSE	 	48.7	152	17718	40S ribosomal protein S18 OS=Mus musculus OX=10090 GN=Rps18 PE=1 SV=3	45	45	1.000	45	45	45.000	 
1315.01	1	tr|A0A1Y7VKY1|A0A1Y7VKY1_MOUSE	redundant	48.7	152	17748	MCG116671 OS=Mus musculus OX=10090 GN=Gm11361 PE=3 SV=1	45	45	1.000	45	45	45.000	 
1315.02	1	tr|F6YVP7|F6YVP7_MOUSE	redundant	48.7	152	17671	Predicted gene 10260 OS=Mus musculus OX=10090 GN=Gm10260 PE=3 SV=2	45	45	1.000	45	45	45.000	 
1316.0	1	sp|P62274|RS29_MOUSE	 	28.6	56	6677	40S ribosomal protein S29 OS=Mus musculus OX=10090 GN=Rps29 PE=1 SV=2	5	5	1.000	5	5	5.000	 
1317.0	1	sp|P62281|RS11_MOUSE	 	59.5	158	18431	40S ribosomal protein S11 OS=Mus musculus OX=10090 GN=Rps11 PE=1 SV=3	33	33	1.000	33	33	33.000	 
1318.0	1	sp|P62301|RS13_MOUSE	 	57.6	151	17222	40S ribosomal protein S13 OS=Mus musculus OX=10090 GN=Rps13 PE=1 SV=2	32	32	1.000	32	32	32.000	 
1319.0	1	sp|P62305|RUXE_MOUSE	 	38.0	92	10803	Small nuclear ribonucleoprotein E OS=Mus musculus OX=10090 GN=Snrpe PE=1 SV=1	12	12	1.000	12	12	12.000	 
1320.0	1	sp|P62307|RUXF_MOUSE	 	33.7	86	9725	Small nuclear ribonucleoprotein F OS=Mus musculus OX=10090 GN=Snrpf PE=1 SV=1	6	6	1.000	6	6	6.000	 
1321.0	1	sp|P62309|RUXG_MOUSE	 	17.1	76	8496	Small nuclear ribonucleoprotein G OS=Mus musculus OX=10090 GN=Snrpg PE=1 SV=1	8	8	1.000	8	8	8.000	 
1322.0	1	sp|P62311|LSM3_MOUSE	 	19.6	102	11845	U6 snRNA-associated Sm-like protein LSm3 OS=Mus musculus OX=10090 GN=Lsm3 PE=1 SV=2	4	4	1.000	4	4	4.000	 
1323.0	1	sp|P62313|LSM6_MOUSE	 	46.2	80	9127	U6 snRNA-associated Sm-like protein LSm6 OS=Mus musculus OX=10090 GN=Lsm6 PE=1 SV=1	7	7	1.000	7	7	7.000	 
1324.0	1	sp|P62315|SMD1_MOUSE	 	37.8	119	13281	Small nuclear ribonucleoprotein Sm D1 OS=Mus musculus OX=10090 GN=Snrpd1 PE=1 SV=1	10	10	1.000	10	10	10.000	 
1325.0	1	sp|P62317|SMD2_MOUSE	 	61.9	118	13527	Small nuclear ribonucleoprotein Sm D2 OS=Mus musculus OX=10090 GN=Snrpd2 PE=1 SV=1	23	23	1.000	23	23	23.000	 
1326.0	1	sp|P62320|SMD3_MOUSE	 	47.6	126	13916	Small nuclear ribonucleoprotein Sm D3 OS=Mus musculus OX=10090 GN=Snrpd3 PE=1 SV=1	13	13	1.000	13	13	13.000	 
1327.0	1	sp|P62331|ARF6_MOUSE	 	50.3	175	20082	ADP-ribosylation factor 6 OS=Mus musculus OX=10090 GN=Arf6 PE=1 SV=2	10	10	1.000	10	10	10.000	 
1328.0	1	sp|P62334|PRS10_MOUSE	 	47.0	389	44172	26S proteasome regulatory subunit 10B OS=Mus musculus OX=10090 GN=Psmc6 PE=1 SV=1	37	37	1.000	37	37	37.000	 
1329.0	1	sp|P62342|SELT_MOUSE	 	11.8	195	22292	Thioredoxin reductase-like selenoprotein T OS=Mus musculus OX=10090 GN=Selenot PE=1 SV=2	2	2	1.000	2	2	2.000	 
1330.0	1	sp|P62482|KCAB2_MOUSE	 	54.0	367	41021	Voltage-gated potassium channel subunit beta-2 OS=Mus musculus OX=10090 GN=Kcnab2 PE=1 SV=1	34	34	1.000	34	34	34.000	 
1331.0	1	sp|P62488|RPB7_MOUSE	 	43.0	172	19294	DNA-directed RNA polymerase II subunit RPB7 OS=Mus musculus OX=10090 GN=Polr2g PE=1 SV=1	11	11	1.000	11	11	11.000	 
1332.0	1	sp|P62500|T22D1_MOUSE	 	2.6	1077	109809	TSC22 domain family protein 1 OS=Mus musculus OX=10090 GN=Tsc22d1 PE=1 SV=2	3	1	0.333	3	1	1.250	sp|P62500|T22D1_MOUSE, sp|Q9EQN3|T22D4_MOUSE, tr|E9Q7M2|E9Q7M2_MOUSE
1333.0	1	sp|P62627|DLRB1_MOUSE	 	51.0	96	10990	Dynein light chain roadblock-type 1 OS=Mus musculus OX=10090 GN=Dynlrb1 PE=1 SV=3	7	7	1.000	7	7	7.000	 
1334.0	1	sp|P62700|YPEL5_MOUSE	 	29.8	121	13842	Protein yippee-like 5 OS=Mus musculus OX=10090 GN=Ypel5 PE=1 SV=1	3	3	1.000	3	3	3.000	 
1335.0	1	sp|P62702|RS4X_MOUSE	 	59.3	263	29597	40S ribosomal protein S4, X isoform OS=Mus musculus OX=10090 GN=Rps4x PE=1 SV=2	65	65	1.000	65	65	65.000	 
1336.0	1	sp|P62715|PP2AB_MOUSE	 	60.5	309	35575	Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform OS=Mus musculus OX=10090 GN=Ppp2cb PE=1 SV=1	37	3	0.081	37	3	15.575	sp|P62715|PP2AB_MOUSE, sp|P63330|PP2AA_MOUSE, sp|P97470|PP4C_MOUSE
1337.0	1	sp|P62717|RL18A_MOUSE	 	40.3	176	20732	60S ribosomal protein L18a OS=Mus musculus OX=10090 GN=Rpl18a PE=1 SV=1	26	26	1.000	26	26	26.000	 
1338.0	1	sp|P62743|AP2S1_MOUSE	 	33.8	142	17018	AP-2 complex subunit sigma OS=Mus musculus OX=10090 GN=Ap2s1 PE=1 SV=1	8	8	1.000	8	8	8.000	 
1339.0	1	sp|P62746|RHOB_MOUSE	 	25.0	196	22123	Rho-related GTP-binding protein RhoB OS=Mus musculus OX=10090 GN=Rhob PE=1 SV=1	11	2	0.182	11	2	3.286	sp|P62746|RHOB_MOUSE, sp|Q62159|RHOC_MOUSE, sp|Q9QUI0|RHOA_MOUSE
1340.0	1	sp|P62748|HPCL1_MOUSE	 	50.8	193	22338	Hippocalcin-like protein 1 OS=Mus musculus OX=10090 GN=Hpcal1 PE=1 SV=2	11	11	1.000	11	11	11.000	 
1341.0	1	sp|P62751|RL23A_MOUSE	 	49.4	156	17695	60S ribosomal protein L23a OS=Mus musculus OX=10090 GN=Rpl23a PE=1 SV=1	31	31	1.000	31	31	31.000	 
1342.0	1	sp|P62754|RS6_MOUSE	 	32.9	249	28680	40S ribosomal protein S6 OS=Mus musculus OX=10090 GN=Rps6 PE=1 SV=1	48	48	1.000	48	48	48.000	 
1343.0	1	sp|P62774|MTPN_MOUSE	 	40.7	118	12861	Myotrophin OS=Mus musculus OX=10090 GN=Mtpn PE=1 SV=2	9	9	1.000	9	9	9.000	 
1344.0	1	sp|P62806|H4_MOUSE	 	60.2	103	11367	Histone H4 OS=Mus musculus OX=10090 GN=Hist1h4a PE=1 SV=2	230	230	1.000	230	230	230.000	 
1345.0	1	sp|P62814|VATB2_MOUSE	 	48.3	511	56550	V-type proton ATPase subunit B, brain isoform OS=Mus musculus OX=10090 GN=Atp6v1b2 PE=1 SV=1	60	60	1.000	60	60	60.000	 
1346.0	1	sp|P62821|RAB1A_MOUSE	 	58.0	205	22677	Ras-related protein Rab-1A OS=Mus musculus OX=10090 GN=Rab1A PE=1 SV=3	37	15	0.405	37	15	23.032	sp|O35963|RB33B_MOUSE, sp|P35276|RAB3D_MOUSE, sp|P35279|RAB6A_MOUSE, sp|P35283|RAB12_MOUSE, sp|P55258|RAB8A_MOUSE, sp|P56371|RAB4A_MOUSE, sp|P61027|RAB10_MOUSE, sp|P61028|RAB8B_MOUSE, sp|P62821|RAB1A_MOUSE, sp|Q6PHN9|RAB35_MOUSE, sp|Q8CG50|RAB43_MOUSE, sp|Q91V41|RAB14_MOUSE, sp|Q91ZR1|RAB4B_MOUSE, sp|Q9D1G1|RAB1B_MOUSE, sp|Q9DD03|RAB13_MOUSE
1347.0	1	sp|P62827|RAN_MOUSE	 	56.0	216	24423	GTP-binding nuclear protein Ran OS=Mus musculus OX=10090 GN=Ran PE=1 SV=3	42	42	1.000	42	42	42.000	 
1348.0	1	sp|P62830|RL23_MOUSE	 	75.7	140	14865	60S ribosomal protein L23 OS=Mus musculus OX=10090 GN=Rpl23 PE=1 SV=1	33	33	1.000	33	33	33.000	 
1349.0	1	sp|P62835|RAP1A_MOUSE	 	38.6	184	20987	Ras-related protein Rap-1A OS=Mus musculus OX=10090 GN=Rap1a PE=1 SV=1	23	8	0.348	23	8	14.316	sp|P62835|RAP1A_MOUSE, sp|Q99JI6|RAP1B_MOUSE
1350.0	1	sp|P62838|UB2D2_MOUSE	 	26.5	147	16735	Ubiquitin-conjugating enzyme E2 D2 OS=Mus musculus OX=10090 GN=Ube2d2 PE=1 SV=1	7	4	0.571	7	4	6.400	sp|P61080|UB2D1_MOUSE, sp|P62838|UB2D2_MOUSE
1351.0	1	sp|P62843|RS15_MOUSE	 	21.4	145	17040	40S ribosomal protein S15 OS=Mus musculus OX=10090 GN=Rps15 PE=1 SV=2	7	7	1.000	7	7	7.000	 
1352.0	1	sp|P62849|RS24_MOUSE	 	21.1	133	15423	40S ribosomal protein S24 OS=Mus musculus OX=10090 GN=Rps24 PE=1 SV=1	14	14	1.000	14	14	14.000	 
1353.0	1	sp|P62852|RS25_MOUSE	 	29.6	125	13742	40S ribosomal protein S25 OS=Mus musculus OX=10090 GN=Rps25 PE=1 SV=1	13	13	1.000	13	13	13.000	 
1354.0	1	sp|P62855|RS26_MOUSE	 	31.3	115	13015	40S ribosomal protein S26 OS=Mus musculus OX=10090 GN=Rps26 PE=1 SV=3	16	16	1.000	16	16	16.000	 
1355.0	1	sp|P62858|RS28_MOUSE	 	36.2	69	7841	40S ribosomal protein S28 OS=Mus musculus OX=10090 GN=Rps28 PE=1 SV=1	19	19	1.000	19	19	19.000	 
1356.0	1	sp|P62869|ELOB_MOUSE	 	60.2	118	13170	Elongin-B OS=Mus musculus OX=10090 GN=Elob PE=1 SV=1	11	11	1.000	11	11	11.000	 
1357.0	1	sp|P62874|GBB1_MOUSE	 	45.9	340	37377	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 OS=Mus musculus OX=10090 GN=Gnb1 PE=1 SV=3	29	17	0.586	29	17	23.219	sp|P29387|GBB4_MOUSE, sp|P62874|GBB1_MOUSE, sp|P62880|GBB2_MOUSE
1358.0	1	sp|P62876|RPAB5_MOUSE	 	29.9	67	7645	DNA-directed RNA polymerases I, II, and III subunit RPABC5 OS=Mus musculus OX=10090 GN=Polr2l PE=3 SV=1	2	2	1.000	2	2	2.000	 
1359.0	1	sp|P62880|GBB2_MOUSE	 	45.0	340	37331	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 OS=Mus musculus OX=10090 GN=Gnb2 PE=1 SV=3	33	15	0.455	33	15	25.781	sp|P29387|GBB4_MOUSE, sp|P62874|GBB1_MOUSE, sp|P62880|GBB2_MOUSE
1360.0	1	sp|P62889|RL30_MOUSE	 	68.7	115	12784	60S ribosomal protein L30 OS=Mus musculus OX=10090 GN=Rpl30 PE=1 SV=2	40	40	1.000	40	40	40.000	 
1361.0	1	sp|P62897|CYC_MOUSE	 	65.7	105	11605	Cytochrome c, somatic OS=Mus musculus OX=10090 GN=Cycs PE=1 SV=2	28	28	1.000	28	28	28.000	 
1362.0	1	sp|P62900|RL31_MOUSE	 	35.2	125	14463	60S ribosomal protein L31 OS=Mus musculus OX=10090 GN=Rpl31 PE=1 SV=1	15	15	1.000	15	15	15.000	 
1363.0	1	sp|P62908|RS3_MOUSE	 	74.9	243	26674	40S ribosomal protein S3 OS=Mus musculus OX=10090 GN=Rps3 PE=1 SV=1	85	85	1.000	85	85	85.000	 
1364.0	1	sp|P62911|RL32_MOUSE	 	46.7	135	15860	60S ribosomal protein L32 OS=Mus musculus OX=10090 GN=Rpl32 PE=1 SV=2	29	29	1.000	29	29	29.000	 
1365.0	1	sp|P62915|TF2B_MOUSE	 	36.4	316	34819	Transcription initiation factor IIB OS=Mus musculus OX=10090 GN=Gtf2b PE=1 SV=1	12	12	1.000	12	12	12.000	 
1366.0	1	sp|P62918|RL8_MOUSE	 	50.6	257	28024	60S ribosomal protein L8 OS=Mus musculus OX=10090 GN=Rpl8 PE=1 SV=2	47	47	1.000	47	47	47.000	 
1367.0	1	sp|P62960|YBOX1_MOUSE	 	52.8	322	35730	Nuclease-sensitive element-binding protein 1 OS=Mus musculus OX=10090 GN=Ybx1 PE=1 SV=3	31	23	0.742	31	23	28.412	sp|P62960|YBOX1_MOUSE, sp|Q9JKB3|YBOX3_MOUSE
1368.0	1	sp|P62962|PROF1_MOUSE	 	75.0	140	14957	Profilin-1 OS=Mus musculus OX=10090 GN=Pfn1 PE=1 SV=2	119	119	1.000	119	119	119.000	 
1369.0	1	sp|P62983|RS27A_MOUSE	 	69.2	156	17951	Ubiquitin-40S ribosomal protein S27a OS=Mus musculus OX=10090 GN=Rps27a PE=1 SV=2	86	86	1.000	86	86	86.000	 
1370.0	1	sp|P62996|TRA2B_MOUSE	 	28.8	288	33665	Transformer-2 protein homolog beta OS=Mus musculus OX=10090 GN=Tra2b PE=1 SV=1	12	12	1.000	12	12	12.000	 
1371.0	1	sp|P63001|RAC1_MOUSE	 	45.3	192	21450	Ras-related C3 botulinum toxin substrate 1 OS=Mus musculus OX=10090 GN=Rac1 PE=1 SV=1	39	19	0.487	39	19	28.061	sp|P60766|CDC42_MOUSE, sp|P63001|RAC1_MOUSE, sp|P84096|RHOG_MOUSE, sp|Q05144|RAC2_MOUSE
1372.0	1	sp|P63005|LIS1_MOUSE	 	58.0	410	46670	Platelet-activating factor acetylhydrolase IB subunit alpha OS=Mus musculus OX=10090 GN=Pafah1b1 PE=1 SV=2	35	33	0.943	35	33	34.294	sp|P63005|LIS1_MOUSE, sp|Q9D1Q6|ERP44_MOUSE
1373.0	1	sp|P63017|HSP7C_MOUSE	 	64.4	646	70870	Heat shock cognate 71 kDa protein OS=Mus musculus OX=10090 GN=Hspa8 PE=1 SV=1	226	158	0.699	226	158	212.314	sp|P16627|HS71L_MOUSE, sp|P17156|HSP72_MOUSE, sp|P17879|HS71B_MOUSE, sp|P20029|BIP_MOUSE, sp|P38647|GRP75_MOUSE, sp|P63017|HSP7C_MOUSE
1374.0	1	sp|P63024|VAMP3_MOUSE	 	38.8	103	11480	Vesicle-associated membrane protein 3 OS=Mus musculus OX=10090 GN=Vamp3 PE=1 SV=1	11	7	0.636	11	7	10.500	sp|P63024|VAMP3_MOUSE, sp|P63044|VAMP2_MOUSE
1375.0	1	sp|P63028|TCTP_MOUSE	 	32.0	172	19462	Translationally-controlled tumor protein OS=Mus musculus OX=10090 GN=Tpt1 PE=1 SV=1	33	33	1.000	33	33	33.000	 
1376.0	1	sp|P63034|CYH2_MOUSE	 	8.0	400	46585	Cytohesin-2 OS=Mus musculus OX=10090 GN=Cyth2 PE=1 SV=2	3	1	0.333	3	1	1.417	sp|O08967|CYH3_MOUSE, sp|P63034|CYH2_MOUSE, sp|Q80YW0|CYH4_MOUSE, sp|Q9QX11|CYH1_MOUSE
1377.0	1	sp|P63037|DNJA1_MOUSE	 	28.2	397	44868	DnaJ homolog subfamily A member 1 OS=Mus musculus OX=10090 GN=Dnaja1 PE=1 SV=1	21	21	1.000	21	21	21.000	 
1378.0	1	sp|P63038|CH60_MOUSE	 	59.9	573	60955	60 kDa heat shock protein, mitochondrial OS=Mus musculus OX=10090 GN=Hspd1 PE=1 SV=1	93	93	1.000	93	93	93.000	 
1379.0	1	sp|P63044|VAMP2_MOUSE	 	34.5	116	12691	Vesicle-associated membrane protein 2 OS=Mus musculus OX=10090 GN=Vamp2 PE=1 SV=2	5	1	0.200	5	1	1.500	sp|P63024|VAMP3_MOUSE, sp|P63044|VAMP2_MOUSE
1380.0	1	sp|P63073|IF4E_MOUSE	 	19.8	217	25053	Eukaryotic translation initiation factor 4E OS=Mus musculus OX=10090 GN=Eif4e PE=1 SV=1	7	7	1.000	7	7	7.000	 
1381.0	1	sp|P63085|MK01_MOUSE	 	48.3	358	41275	Mitogen-activated protein kinase 1 OS=Mus musculus OX=10090 GN=Mapk1 PE=1 SV=3	20	12	0.600	20	12	15.594	sp|P05532|KIT_MOUSE, sp|P63085|MK01_MOUSE, sp|Q63844|MK03_MOUSE
1382.0	1	sp|P63087|PP1G_MOUSE	 	35.9	323	36983	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit OS=Mus musculus OX=10090 GN=Ppp1cc PE=1 SV=1	23	1	0.043	23	1	2.648	sp|P62137|PP1A_MOUSE, sp|P62141|PP1B_MOUSE, sp|P63087|PP1G_MOUSE
1383.0	1	sp|P63101|1433Z_MOUSE	 	55.9	245	27771	14-3-3 protein zeta/delta OS=Mus musculus OX=10090 GN=Ywhaz PE=1 SV=1	76	64	0.842	76	64	67.660	sp|P61982|1433G_MOUSE, sp|P62259|1433E_MOUSE, sp|P63101|1433Z_MOUSE, sp|P68254|1433T_MOUSE, sp|P68510|1433F_MOUSE, sp|Q9CQV8|1433B_MOUSE
1384.0	1	sp|P63147|UBE2B_MOUSE	 	32.2	152	17312	Ubiquitin-conjugating enzyme E2 B OS=Mus musculus OX=10090 GN=Ube2b PE=1 SV=1	4	3	0.750	4	3	3.429	sp|P63147|UBE2B_MOUSE, sp|Q9Z255|UBE2A_MOUSE
1385.0	1	sp|P63154|CRNL1_MOUSE	 	20.6	690	83415	Crooked neck-like protein 1 OS=Mus musculus OX=10090 GN=Crnkl1 PE=1 SV=1	17	17	1.000	17	17	17.000	 
1386.0	1	sp|P63158|HMGB1_MOUSE	 	67.4	215	24893	High mobility group protein B1 OS=Mus musculus OX=10090 GN=Hmgb1 PE=1 SV=2	37	27	0.730	37	27	30.750	sp|P30681|HMGB2_MOUSE, sp|P63158|HMGB1_MOUSE
1387.0	1	sp|P63166|SUMO1_MOUSE	 	18.8	101	11557	Small ubiquitin-related modifier 1 OS=Mus musculus OX=10090 GN=Sumo1 PE=1 SV=1	2	2	1.000	2	2	2.000	 
1388.0	1	sp|P63168|DYL1_MOUSE	 	59.6	89	10366	Dynein light chain 1, cytoplasmic OS=Mus musculus OX=10090 GN=Dynll1 PE=1 SV=1	15	8	0.533	15	8	13.600	sp|P63168|DYL1_MOUSE, sp|Q9D0M5|DYL2_MOUSE
1389.0	1	sp|P63213|GBG2_MOUSE	 	52.1	71	7850	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2 OS=Mus musculus OX=10090 GN=Gng2 PE=1 SV=2	4	4	1.000	4	4	4.000	 
1390.0	1	sp|P63242|IF5A1_MOUSE	 	72.1	154	16832	Eukaryotic translation initiation factor 5A-1 OS=Mus musculus OX=10090 GN=Eif5a PE=1 SV=2	42	42	1.000	42	42	42.000	 
1391.0	1	sp|P63254|CRIP1_MOUSE	 	23.4	77	8550	Cysteine-rich protein 1 OS=Mus musculus OX=10090 GN=Crip1 PE=1 SV=2	3	3	1.000	3	3	3.000	 
1392.0	1	sp|P63271|SPT4A_MOUSE	 	38.5	117	13193	Transcription elongation factor SPT4-A OS=Mus musculus OX=10090 GN=Supt4h1a PE=2 SV=1	6	6	1.000	6	6	6.000	 
1392.01	1	sp|Q9Z199|SPT4B_MOUSE	redundant	38.5	117	13194	Transcription elongation factor SPT4-B OS=Mus musculus OX=10090 GN=Supt4h1b PE=2 SV=1	6	6	1.000	6	6	6.000	 
1393.0	1	sp|P63276|RS17_MOUSE	 	43.7	135	15524	40S ribosomal protein S17 OS=Mus musculus OX=10090 GN=Rps17 PE=1 SV=2	19	19	1.000	19	19	19.000	 
1394.0	1	sp|P63280|UBC9_MOUSE	 	22.8	158	18007	SUMO-conjugating enzyme UBC9 OS=Mus musculus OX=10090 GN=Ube2i PE=1 SV=1	8	8	1.000	8	8	8.000	 
1395.0	1	sp|P63321|RALA_MOUSE	 	19.9	206	23553	Ras-related protein Ral-A OS=Mus musculus OX=10090 GN=Rala PE=1 SV=1	5	2	0.400	5	2	2.667	sp|P63321|RALA_MOUSE, sp|Q9JIW9|RALB_MOUSE
1396.0	1	sp|P63323|RS12_MOUSE	 	47.0	132	14525	40S ribosomal protein S12 OS=Mus musculus OX=10090 GN=Rps12 PE=1 SV=2	29	29	1.000	29	29	29.000	 
1397.0	1	sp|P63325|RS10_MOUSE	 	48.5	165	18916	40S ribosomal protein S10 OS=Mus musculus OX=10090 GN=Rps10 PE=1 SV=1	27	5	0.185	27	5	27.000	sp|P63325|RS10_MOUSE, tr|A0A3B2W864|A0A3B2W864_MOUSE
1398.0	1	sp|P63328|PP2BA_MOUSE	 	18.8	521	58643	Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Mus musculus OX=10090 GN=Ppp3ca PE=1 SV=1	14	10	0.714	14	10	12.667	sp|P48453|PP2BB_MOUSE, sp|P63328|PP2BA_MOUSE
1399.0	1	sp|P63330|PP2AA_MOUSE	 	63.1	309	35608	Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform OS=Mus musculus OX=10090 GN=Ppp2ca PE=1 SV=1	39	5	0.128	39	5	25.958	sp|P62715|PP2AB_MOUSE, sp|P63330|PP2AA_MOUSE, sp|P97470|PP4C_MOUSE
1400.0	1	sp|P67778|PHB_MOUSE	 	42.3	272	29820	Prohibitin OS=Mus musculus OX=10090 GN=Phb PE=1 SV=1	26	26	1.000	26	26	26.000	 
1401.0	1	sp|P67871|CSK2B_MOUSE	 	34.4	215	24942	Casein kinase II subunit beta OS=Mus musculus OX=10090 GN=Csnk2b PE=1 SV=1	10	10	1.000	10	10	10.000	 
