Program "PAW_protein_grouper.py" run on Fri Feb  8 15:55:01 2019


	=SUBTOTAL(109,B6:B5432)													Total	Unique	Corrected
1617	1	sp|Q05512|MARK2_MOUSE	 	 	sp|Q03141|MARK3_MOUSE, sp|Q05512|MARK2_MOUSE	 	17.4	776	86305	Serine/threonine-protein kinase MARK2 OS=Mus musculus OX=10090 GN=Mark2 PE=1 SV=3	14	12	0.857	14	12	13.846
1618	1	sp|Q05722|CO9A1_MOUSE	 	 	 	 	7.9	921	92091	Collagen alpha-1(IX) chain OS=Mus musculus OX=10090 GN=Col9a1 PE=2 SV=2	5	5	1.000	5	5	5.000
1619	1	sp|Q05769|PGH2_MOUSE	 	 	sp|P22437|PGH1_MOUSE, sp|Q05769|PGH2_MOUSE	 	15.1	604	69012	Prostaglandin G/H synthase 2 OS=Mus musculus OX=10090 GN=Ptgs2 PE=1 SV=1	8	7	0.875	8	7	7.250
1620	1	sp|Q05793|PGBM_MOUSE	 	 	 	 	7.2	3707	398290	Basement membrane-specific heparan sulfate proteoglycan core protein OS=Mus musculus OX=10090 GN=Hspg2 PE=1 SV=1	21	21	1.000	21	21	21.000
1621	1	sp|Q05816|FABP5_MOUSE	 	 	 	 	77.8	135	15137	Fatty acid-binding protein 5 OS=Mus musculus OX=10090 GN=Fabp5 PE=1 SV=3	50	50	1.000	50	50	50.000
1622	1	sp|Q05910|ADAM8_MOUSE	 	 	 	 	7.5	826	90046	Disintegrin and metalloproteinase domain-containing protein 8 OS=Mus musculus OX=10090 GN=Adam8 PE=1 SV=3	5	5	1.000	5	5	5.000
1623	1	sp|Q05920|PYC_MOUSE	 	 	 	 	7.8	1178	129683	Pyruvate carboxylase, mitochondrial OS=Mus musculus OX=10090 GN=Pc PE=1 SV=1	6	6	1.000	6	6	6.000
1624	1	sp|Q05921|RN5A_MOUSE	 	 	 	 	17.3	735	83274	2-5A-dependent ribonuclease OS=Mus musculus OX=10090 GN=Rnasel PE=1 SV=2	11	11	1.000	11	11	11.000
1625	1	sp|Q05CL8|LARP7_MOUSE	 	 	 	 	30.4	570	64802	La-related protein 7 OS=Mus musculus OX=10090 GN=Larp7 PE=1 SV=2	19	19	1.000	19	19	19.000
1626	1	sp|Q05D44|IF2P_MOUSE	 	 	sp|Q05D44|IF2P_MOUSE, sp|Q99NH0|ANR17_MOUSE	 	21.1	1216	137614	Eukaryotic translation initiation factor 5B OS=Mus musculus OX=10090 GN=Eif5b PE=1 SV=2	26	25	0.962	26	25	25.694
1627	1	sp|Q06138|CAB39_MOUSE	 	 	 	 	44.0	341	39842	Calcium-binding protein 39 OS=Mus musculus OX=10090 GN=Cab39 PE=1 SV=2	16	16	1.000	16	16	16.000
1628	1	sp|Q06180|PTN2_MOUSE	 	 	 	 	17.7	406	47360	Tyrosine-protein phosphatase non-receptor type 2 OS=Mus musculus OX=10090 GN=Ptpn2 PE=1 SV=2	11	11	1.000	11	11	11.000
1629	1	sp|Q06185|ATP5I_MOUSE	 	 	 	 	45.1	71	8236	ATP synthase subunit e, mitochondrial OS=Mus musculus OX=10090 GN=Atp5me PE=1 SV=2	12	12	1.000	12	12	12.000
1630	1	sp|Q06335|APLP2_MOUSE	 	 	 	 	6.4	707	80466	Amyloid-like protein 2 OS=Mus musculus OX=10090 GN=Aplp2 PE=1 SV=4	4	4	1.000	4	4	4.000
1631	1	sp|Q07076|ANXA7_MOUSE	 	 	 	 	24.6	463	49925	Annexin A7 OS=Mus musculus OX=10090 GN=Anxa7 PE=1 SV=2	26	26	1.000	26	26	26.000
1632	1	sp|Q07113|MPRI_MOUSE	 	 	 	 	13.0	2483	273813	Cation-independent mannose-6-phosphate receptor OS=Mus musculus OX=10090 GN=Igf2r PE=1 SV=1	28	28	1.000	28	28	28.000
1633	1	sp|Q07417|ACADS_MOUSE	 	 	 	 	39.3	412	44889	Short-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Acads PE=1 SV=2	26	26	1.000	26	26	26.000
1634	1	sp|Q07797|LG3BP_MOUSE	 	 	 	 	37.8	577	64490	Galectin-3-binding protein OS=Mus musculus OX=10090 GN=Lgals3bp PE=1 SV=1	41	41	1.000	41	41	41.000
1635	1	sp|Q07813|BAX_MOUSE	 	 	sp|Q07813|BAX_MOUSE, tr|A0A1B0GSH8|A0A1B0GSH8_MOUSE	 	30.2	192	21394	Apoptosis regulator BAX OS=Mus musculus OX=10090 GN=Bax PE=1 SV=1	17	9	0.529	17	9	17.000
1636	1	sp|Q07832|PLK1_MOUSE	 	 	 	 	8.6	603	68300	Serine/threonine-protein kinase PLK1 OS=Mus musculus OX=10090 GN=Plk1 PE=1 SV=2	6	6	1.000	6	6	6.000
1637	1	sp|Q08024|PEBB_MOUSE	 	 	 	 	38.0	187	22030	Core-binding factor subunit beta OS=Mus musculus OX=10090 GN=Cbfb PE=1 SV=1	11	11	1.000	11	11	11.000
1638	1	sp|Q08048|HGF_MOUSE	 	 	 	 	6.6	728	82944	Hepatocyte growth factor OS=Mus musculus OX=10090 GN=Hgf PE=1 SV=1	3	3	1.000	3	3	3.000
1639	1	sp|Q08093|CNN2_MOUSE	 	 	sp|Q08093|CNN2_MOUSE, sp|Q9DAW9|CNN3_MOUSE	 	54.1	305	33155	Calponin-2 OS=Mus musculus OX=10090 GN=Cnn2 PE=1 SV=1	28	24	0.857	28	24	27.556
1640	1	sp|Q08122|TLE3_MOUSE	 	 	sp|Q08122|TLE3_MOUSE, sp|Q62440|TLE1_MOUSE	 	14.2	772	83446	Transducin-like enhancer protein 3 OS=Mus musculus OX=10090 GN=Tle3 PE=1 SV=3	9	5	0.556	9	5	8.333
1641	1	sp|Q08288|LYAR_MOUSE	 	 	 	 	26.0	388	43735	Cell growth-regulating nucleolar protein OS=Mus musculus OX=10090 GN=Lyar PE=1 SV=2	12	12	1.000	12	12	12.000
1642	1	sp|Q08297|RAD51_MOUSE	 	 	 	 	12.7	339	36971	DNA repair protein RAD51 homolog 1 OS=Mus musculus OX=10090 GN=Rad51 PE=1 SV=1	3	3	1.000	3	3	3.000
1643	1	sp|Q08481|PECA1_MOUSE	 	 	 	 	7.3	727	81262	Platelet endothelial cell adhesion molecule OS=Mus musculus OX=10090 GN=Pecam1 PE=1 SV=1	4	4	1.000	4	4	4.000
1644	1	sp|Q08509|EPS8_MOUSE	 	 	 	 	5.7	821	91736	Epidermal growth factor receptor kinase substrate 8 OS=Mus musculus OX=10090 GN=Eps8 PE=1 SV=2	3	3	1.000	3	3	3.000
1645	1	sp|Q08775|RUNX2_MOUSE	 	 	sp|Q08775|RUNX2_MOUSE, sp|Q64131|RUNX3_MOUSE	 	5.6	607	66204	Runt-related transcription factor 2 OS=Mus musculus OX=10090 GN=Runx2 PE=1 SV=2	3	2	0.667	3	2	2.500
1646	1	sp|Q08857|CD36_MOUSE	 	 	 	 	13.8	472	52697	Platelet glycoprotein 4 OS=Mus musculus OX=10090 GN=Cd36 PE=1 SV=2	8	8	1.000	8	8	8.000
1647	1	sp|Q08874|MITF_MOUSE	 	 	sp|Q08874|MITF_MOUSE, sp|Q64092|TFE3_MOUSE	 	5.3	526	58605	Microphthalmia-associated transcription factor OS=Mus musculus OX=10090 GN=Mitf PE=1 SV=4	2	1	0.500	2	1	1.333
1648	1	sp|Q08943|SSRP1_MOUSE	 	 	 	 	27.1	708	80859	FACT complex subunit SSRP1 OS=Mus musculus OX=10090 GN=Ssrp1 PE=1 SV=2	25	25	1.000	25	25	25.000
1649	1	sp|Q09014|NCF1_MOUSE	 	 	 	 	61.3	390	44666	Neutrophil cytosol factor 1 OS=Mus musculus OX=10090 GN=Ncf1 PE=1 SV=3	57	57	1.000	57	57	57.000
1650	1	sp|Q09143|CTR1_MOUSE	 	 	 	 	5.5	622	67091	High affinity cationic amino acid transporter 1 OS=Mus musculus OX=10090 GN=Slc7a1 PE=1 SV=1	5	5	1.000	5	5	5.000
1651	1	sp|Q09200|B4GN1_MOUSE	 	 	 	 	17.8	533	59211	Beta-1,4 N-acetylgalactosaminyltransferase 1 OS=Mus musculus OX=10090 GN=B4galnt1 PE=1 SV=1	11	11	1.000	11	11	11.000
1652	1	sp|Q09PK2|APRV1_MOUSE	 	 	 	 	10.9	339	37174	Retroviral-like aspartic protease 1 OS=Mus musculus OX=10090 GN=Asprv1 PE=1 SV=1	2	2	1.000	2	2	2.000
1653	1	sp|Q09XV5|CHD8_MOUSE	 	 	sp|A2AJK6|CHD7_MOUSE, sp|E9PZM4|CHD2_MOUSE, sp|P40201|CHD1_MOUSE, sp|Q09XV5|CHD8_MOUSE, sp|Q8BYH8|CHD9_MOUSE	 	5.4	2582	290844	Chromodomain-helicase-DNA-binding protein 8 OS=Mus musculus OX=10090 GN=Chd8 PE=1 SV=1	11	8	0.727	11	8	9.100
1654	1	sp|Q0GNC1|INF2_MOUSE	 	 	 	 	7.9	1273	138559	Inverted formin-2 OS=Mus musculus OX=10090 GN=Inf2 PE=1 SV=1	8	8	1.000	8	8	8.000
1655	1	sp|Q0KL02|TRIO_MOUSE	 	 	 	 	2.1	3102	347857	Triple functional domain protein OS=Mus musculus OX=10090 GN=Trio PE=1 SV=3	5	5	1.000	5	5	5.000
1656	1	sp|Q0P678|ZCH18_MOUSE	 	 	 	 	9.1	948	105693	Zinc finger CCCH domain-containing protein 18 OS=Mus musculus OX=10090 GN=Zc3h18 PE=1 SV=1	7	7	1.000	7	7	7.000
1657	1	sp|Q0VBL3|RBM15_MOUSE	 	 	sp|Q0VBL3|RBM15_MOUSE, sp|Q6PHZ5|RB15B_MOUSE	 	12.8	962	105720	RNA-binding protein 15 OS=Mus musculus OX=10090 GN=Rbm15 PE=1 SV=1	12	10	0.833	12	10	11.667
1658	1	sp|Q0VEE6|ZN800_MOUSE	 	 	 	 	4.2	662	74812	Zinc finger protein 800 OS=Mus musculus OX=10090 GN=Znf800 PE=1 SV=1	3	3	1.000	3	3	3.000
1659	1	sp|Q0VGB7|PP4R2_MOUSE	 	 	 	 	36.5	417	46478	Serine/threonine-protein phosphatase 4 regulatory subunit 2 OS=Mus musculus OX=10090 GN=Ppp4r2 PE=1 SV=1	16	16	1.000	16	16	16.000
1660	1	sp|Q11011|PSA_MOUSE	 	 	 	 	43.5	920	103324	Puromycin-sensitive aminopeptidase OS=Mus musculus OX=10090 GN=Npepps PE=1 SV=2	69	69	1.000	69	69	69.000
1661	1	sp|Q11136|PEPD_MOUSE	 	 	 	 	29.4	493	55028	Xaa-Pro dipeptidase OS=Mus musculus OX=10090 GN=Pepd PE=1 SV=3	20	20	1.000	20	20	20.000
1662	1	sp|Q149F1|RUSD2_MOUSE	 	 	 	 	7.6	553	61534	RNA pseudouridylate synthase domain-containing protein 2 OS=Mus musculus OX=10090 GN=Rpusd2 PE=1 SV=2	3	3	1.000	3	3	3.000
1663	1	sp|Q149F3|ERF3B_MOUSE	 	 	sp|Q149F3|ERF3B_MOUSE, sp|Q8R050|ERF3A_MOUSE	 	22.8	632	69146	Eukaryotic peptide chain release factor GTP-binding subunit ERF3B OS=Mus musculus OX=10090 GN=Gspt2 PE=1 SV=1	16	2	0.125	16	2	3.273
1664	1	sp|Q149L6|DJB14_MOUSE	 	 	 	 	5.5	379	42325	DnaJ homolog subfamily B member 14 OS=Mus musculus OX=10090 GN=Dnajb14 PE=2 SV=1	2	2	1.000	2	2	2.000
1665	1	sp|Q14AX6|CDK12_MOUSE	 	 	sp|P08103|HCK_MOUSE, sp|P11440|CDK1_MOUSE, sp|P14234|FGR_MOUSE, sp|P25911|LYN_MOUSE, sp|P30285|CDK4_MOUSE, sp|P49615|CDK5_MOUSE, sp|P97377|CDK2_MOUSE, sp|Q04736|YES_MOUSE, sp|Q04899|CDK18_MOUSE, sp|Q14AX6|CDK12_MOUSE, sp|Q64261|CDK6_MOUSE, sp|Q69ZA1|CDK13_MOUSE, sp|Q8K0D0|CDK17_MOUSE, sp|Q99J95|CDK9_MOUSE	 	9.0	1484	163679	Cyclin-dependent kinase 12 OS=Mus musculus OX=10090 GN=Cdk12 PE=1 SV=2	11	8	0.727	11	8	8.833
1666	1	sp|Q14C51|PTCD3_MOUSE	 	 	 	 	16.4	685	77795	Pentatricopeptide repeat domain-containing protein 3, mitochondrial OS=Mus musculus OX=10090 GN=Ptcd3 PE=1 SV=2	9	9	1.000	9	9	9.000
1667	1	sp|Q14CH1|MOCOS_MOUSE	 	 	 	 	25.1	862	95012	Molybdenum cofactor sulfurase OS=Mus musculus OX=10090 GN=Mocos PE=1 SV=1	16	16	1.000	16	16	16.000
1668	1	sp|Q14CH7|SYAM_MOUSE	 	 	 	 	2.4	980	106782	Alanine--tRNA ligase, mitochondrial OS=Mus musculus OX=10090 GN=Aars2 PE=1 SV=1	4	4	1.000	4	4	4.000
1669	1	sp|Q18PI6|SLAF5_MOUSE	 	 	 	 	26.4	329	37378	SLAM family member 5 OS=Mus musculus OX=10090 GN=Cd84 PE=1 SV=1	9	9	1.000	9	9	9.000
1670	1	sp|Q1HFZ0|NSUN2_MOUSE	 	 	 	 	53.1	757	85451	tRNA (cytosine(34)-C(5))-methyltransferase OS=Mus musculus OX=10090 GN=Nsun2 PE=1 SV=2	57	57	1.000	57	57	57.000
1671	1	sp|Q2EMV9|PAR14_MOUSE	 	 	 	 	24.2	1817	203799	Protein mono-ADP-ribosyltransferase PARP14 OS=Mus musculus OX=10090 GN=Parp14 PE=1 SV=3	46	46	1.000	46	46	46.000
1672	1	sp|Q2HXL6|EDEM3_MOUSE	 	 	 	 	5.3	931	104198	ER degradation-enhancing alpha-mannosidase-like protein 3 OS=Mus musculus OX=10090 GN=Edem3 PE=1 SV=2	4	4	1.000	4	4	4.000
1673	1	sp|Q2NL51|GSK3A_MOUSE	 	 	sp|Q2NL51|GSK3A_MOUSE, sp|Q9WV60|GSK3B_MOUSE	 	18.4	490	51660	Glycogen synthase kinase-3 alpha OS=Mus musculus OX=10090 GN=Gsk3a PE=1 SV=2	9	6	0.667	9	6	7.800
1674	1	sp|Q2TBA3|MALT1_MOUSE	 	 	 	 	16.8	832	93215	Mucosa-associated lymphoid tissue lymphoma translocation protein 1 homolog OS=Mus musculus OX=10090 GN=Malt1 PE=1 SV=2	13	13	1.000	13	13	13.000
1675	1	sp|Q2TBE6|P4K2A_MOUSE	 	 	 	 	19.0	479	54257	Phosphatidylinositol 4-kinase type 2-alpha OS=Mus musculus OX=10090 GN=Pi4k2a PE=1 SV=1	8	8	1.000	8	8	8.000
1676	1	sp|Q2TPA8|HSDL2_MOUSE	 	 	 	 	19.4	490	54208	Hydroxysteroid dehydrogenase-like protein 2 OS=Mus musculus OX=10090 GN=Hsdl2 PE=1 SV=1	13	13	1.000	13	13	13.000
1677	1	sp|Q2VPQ9|EAF6_MOUSE	 	 	 	 	10.5	191	21649	Chromatin modification-related protein MEAF6 OS=Mus musculus OX=10090 GN=Meaf6 PE=1 SV=1	2	2	1.000	2	2	2.000
1678	1	sp|Q2YDW2|MSTO1_MOUSE	 	 	 	 	25.2	556	61230	Protein misato homolog 1 OS=Mus musculus OX=10090 GN=Msto1 PE=1 SV=1	11	11	1.000	11	11	11.000
1679	1	sp|Q2YDW7|KMT5A_MOUSE	 	 	 	 	18.1	349	38845	N-lysine methyltransferase KMT5A OS=Mus musculus OX=10090 GN=Kmt5a PE=1 SV=1	6	6	1.000	6	6	6.000
1680	1	sp|Q2YFS1|PILB2_MOUSE	 	 	sp|Q2YFS1|PILB2_MOUSE, sp|Q2YFS2|PILRB_MOUSE	 	17.3	225	25512	Paired immunoglobulin-like type 2 receptor beta-2 OS=Mus musculus OX=10090 GN=Pilrb2 PE=2 SV=1	4	2	0.500	4	2	3.333
1681	1	sp|Q2YFS2|PILRB_MOUSE	 	 	sp|Q2YFS1|PILB2_MOUSE, sp|Q2YFS2|PILRB_MOUSE	 	11.2	224	25200	Paired immunoglobulin-like type 2 receptor beta OS=Mus musculus OX=10090 GN=Pilrb PE=1 SV=1	3	1	0.333	3	1	1.667
1682	1	sp|Q32NY4|CNNM3_MOUSE	 	 	 	 	14.6	713	76278	Metal transporter CNNM3 OS=Mus musculus OX=10090 GN=Cnnm3 PE=1 SV=2	8	8	1.000	8	8	8.000
1683	1	sp|Q3B7Z2|OSBP1_MOUSE	 	 	 	 	19.5	805	88796	Oxysterol-binding protein 1 OS=Mus musculus OX=10090 GN=Osbp PE=1 SV=3	16	16	1.000	16	16	16.000
1684	1	sp|Q3KNM2|MARH5_MOUSE	 	 	 	 	8.3	278	31231	E3 ubiquitin-protein ligase MARCH5 OS=Mus musculus OX=10090 GN=March5 PE=1 SV=1	2	2	1.000	2	2	2.000
1685	1	sp|Q3SXD3|HDDC2_MOUSE	 	 	 	 	14.6	199	22753	HD domain-containing protein 2 OS=Mus musculus OX=10090 GN=Hddc2 PE=1 SV=1	3	3	1.000	3	3	3.000
1686	1	sp|Q3T9E4|TGTP2_MOUSE (+1)	sp|Q3T9E4|TGTP2_MOUSE&sp|Q62293|TGTP1_MOUSE	 	 	 	13.7	415	47120	T-cell-specific guanine nucleotide triphosphate-binding protein 2 OS=Mus musculus OX=10090 GN=Tgtp2 PE=1 SV=2	6	6	1.000	6	6	6.000
1687	1	sp|Q3TB92|MILR1_MOUSE	 	 	 	 	21.5	246	27366	Allergin-1 OS=Mus musculus OX=10090 GN=Milr1 PE=1 SV=2	4	4	1.000	4	4	4.000
1688	1	sp|Q3TBD2|HMHA1_MOUSE	 	 	sp|Q3TBD2|HMHA1_MOUSE, sp|Q8VEM1|GOLI_MOUSE	 	29.7	1116	122901	Rho GTPase-activating protein 45 OS=Mus musculus OX=10090 GN=Arhgap45 PE=1 SV=2	49	48	0.980	49	48	48.857
1689	1	sp|Q3TBT3|STING_MOUSE	 	 	 	 	14.8	378	42829	Stimulator of interferon genes protein OS=Mus musculus OX=10090 GN=Tmem173 PE=1 SV=2	6	6	1.000	6	6	6.000
1690	1	sp|Q3TBW2|RM10_MOUSE	 	 	 	 	13.4	262	29395	39S ribosomal protein L10, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl10 PE=1 SV=2	3	3	1.000	3	3	3.000
1691	1	sp|Q3TC33|CC127_MOUSE	 	 	 	 	9.6	260	30509	Coiled-coil domain-containing protein 127 OS=Mus musculus OX=10090 GN=Ccdc127 PE=1 SV=2	2	2	1.000	2	2	2.000
1692	1	sp|Q3TC93|H1BP3_MOUSE	 	 	 	 	6.1	395	43691	HCLS1-binding protein 3 OS=Mus musculus OX=10090 GN=Hs1bp3 PE=1 SV=2	3	3	1.000	3	3	3.000
1693	1	sp|Q3TCH7|CUL4A_MOUSE	 	 	sp|A2A432|CUL4B_MOUSE, sp|Q3TCH7|CUL4A_MOUSE	 	18.1	759	87752	Cullin-4A OS=Mus musculus OX=10090 GN=Cul4a PE=1 SV=1	12	7	0.583	12	7	9.188
1694	1	sp|Q3TCJ1|ABRX2_MOUSE	 	 	 	 	21.7	415	46942	BRISC complex subunit Abraxas 2 OS=Mus musculus OX=10090 GN=Abraxas2 PE=1 SV=1	12	12	1.000	12	12	12.000
1695	1	sp|Q3TCN2|PLBL2_MOUSE	 	 	 	 	30.6	594	66289	Putative phospholipase B-like 2 OS=Mus musculus OX=10090 GN=Plbd2 PE=1 SV=2	32	32	1.000	32	32	32.000
1696	1	sp|Q3TDD9|PPR21_MOUSE	 	 	 	 	25.3	780	88337	Protein phosphatase 1 regulatory subunit 21 OS=Mus musculus OX=10090 GN=Ppp1r21 PE=1 SV=2	16	16	1.000	16	16	16.000
1697	1	sp|Q3TDN2|FAF2_MOUSE	 	 	 	 	38.2	445	52471	FAS-associated factor 2 OS=Mus musculus OX=10090 GN=Faf2 PE=1 SV=2	15	15	1.000	15	15	15.000
1698	1	sp|Q3TDQ1|STT3B_MOUSE	 	 	sp|P46978|STT3A_MOUSE, sp|Q3TDQ1|STT3B_MOUSE	 	10.7	823	93245	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B OS=Mus musculus OX=10090 GN=Stt3b PE=1 SV=2	12	11	0.917	12	11	11.367
1699	1	sp|Q3TDX8|NB5R4_MOUSE	 	 	 	 	8.5	528	59716	Cytochrome b5 reductase 4 OS=Mus musculus OX=10090 GN=Cyb5r4 PE=2 SV=3	3	3	1.000	3	3	3.000
1700	1	sp|Q3TEA8|HP1B3_MOUSE	 	 	 	 	28.5	554	60866	Heterochromatin protein 1-binding protein 3 OS=Mus musculus OX=10090 GN=Hp1bp3 PE=1 SV=1	30	30	1.000	30	30	30.000
1701	1	sp|Q3TFD2|PCAT1_MOUSE	 	 	 	 	5.4	534	59743	Lysophosphatidylcholine acyltransferase 1 OS=Mus musculus OX=10090 GN=Lpcat1 PE=1 SV=1	2	2	1.000	2	2	2.000
1702	1	sp|Q3TGF2|F107B_MOUSE	 	 	 	 	24.4	131	15572	Protein FAM107B OS=Mus musculus OX=10090 GN=Fam107b PE=1 SV=2	8	8	1.000	8	8	8.000
1703	1	sp|Q3TGW2|EEPD1_MOUSE	 	 	 	 	14.1	569	62953	Endonuclease/exonuclease/phosphatase family domain-containing protein 1 OS=Mus musculus OX=10090 GN=Eepd1 PE=1 SV=1	8	8	1.000	8	8	8.000
1704	1	sp|Q3THE2|ML12B_MOUSE	 	 	 	 	50.6	172	19779	Myosin regulatory light chain 12B OS=Mus musculus OX=10090 GN=Myl12b PE=1 SV=2	38	38	1.000	38	38	38.000
1705	1	sp|Q3THG9|AASD1_MOUSE (+1)	sp|Q3THG9|AASD1_MOUSE&tr|A2A4P4|A2A4P4_MOUSE	 	 	 	15.3	412	44970	Alanyl-tRNA editing protein Aarsd1 OS=Mus musculus OX=10090 GN=Aarsd1 PE=1 SV=2	5	5	1.000	5	5	5.000
1706	1	sp|Q3THJ3|EIF1A_MOUSE	 	 	 	 	31.8	170	19520	Probable RNA-binding protein EIF1AD OS=Mus musculus OX=10090 GN=Eif1ad PE=1 SV=2	6	6	1.000	6	6	6.000
1707	1	sp|Q3THK3|T2FA_MOUSE	 	 	 	 	17.5	508	57241	General transcription factor IIF subunit 1 OS=Mus musculus OX=10090 GN=Gtf2f1 PE=1 SV=2	13	13	1.000	13	13	13.000
1708	1	sp|Q3THK7|GUAA_MOUSE	 	 	 	 	37.5	693	76723	GMP synthase [glutamine-hydrolyzing] OS=Mus musculus OX=10090 GN=Gmps PE=1 SV=2	44	44	1.000	44	44	44.000
1709	1	sp|Q3THS6|METK2_MOUSE	 	 	 	 	40.5	395	43688	S-adenosylmethionine synthase isoform type-2 OS=Mus musculus OX=10090 GN=Mat2a PE=1 SV=2	31	31	1.000	31	31	31.000
1710	1	sp|Q3TIR1|TPC13_MOUSE	 	 	 	 	9.6	417	46476	Trafficking protein particle complex subunit 13 OS=Mus musculus OX=10090 GN=Trappc13 PE=2 SV=1	3	3	1.000	3	3	3.000
1711	1	sp|Q3TIR3|RIC8A_MOUSE	 	 	 	 	7.4	530	59846	Synembryn-A OS=Mus musculus OX=10090 GN=Ric8a PE=1 SV=2	5	5	1.000	5	5	5.000
1712	1	sp|Q3TIU4|PDE12_MOUSE	 	 	 	 	23.8	608	67513	2',5'-phosphodiesterase 12 OS=Mus musculus OX=10090 GN=Pde12 PE=1 SV=2	14	14	1.000	14	14	14.000
1713	1	sp|Q3TIV5|ZC3HF_MOUSE	 	 	 	 	27.2	426	48327	Zinc finger CCCH domain-containing protein 15 OS=Mus musculus OX=10090 GN=Zc3h15 PE=1 SV=2	15	15	1.000	15	15	15.000
1714	1	sp|Q3TIX9|SNUT2_MOUSE	 	 	 	 	23.0	564	65146	U4/U6.U5 tri-snRNP-associated protein 2 OS=Mus musculus OX=10090 GN=Usp39 PE=1 SV=2	10	10	1.000	10	10	10.000
1715	1	sp|Q3TJD7|PDLI7_MOUSE	 	 	 	 	17.3	457	50118	PDZ and LIM domain protein 7 OS=Mus musculus OX=10090 GN=Pdlim7 PE=1 SV=1	9	9	1.000	9	9	9.000
1716	1	sp|Q3TJZ6|FA98A_MOUSE	 	 	sp|Q3TJZ6|FA98A_MOUSE, sp|Q80VD1|FA98B_MOUSE	 	16.1	515	55055	Protein FAM98A OS=Mus musculus OX=10090 GN=Fam98a PE=1 SV=1	11	7	0.636	11	7	8.400
1717	1	sp|Q3TKT4|SMCA4_MOUSE	 	 	sp|Q3TKT4|SMCA4_MOUSE, sp|Q6DIC0|SMCA2_MOUSE	 	16.7	1613	181425	Transcription activator BRG1 OS=Mus musculus OX=10090 GN=Smarca4 PE=1 SV=1	32	24	0.750	32	24	30.400
1718	1	sp|Q3TKY6|CWC27_MOUSE	 	 	 	 	16.2	469	53542	Spliceosome-associated protein CWC27 homolog OS=Mus musculus OX=10090 GN=Cwc27 PE=1 SV=1	8	8	1.000	8	8	8.000
1719	1	sp|Q3TL44|NLRX1_MOUSE	 	 	 	 	11.7	975	107830	NLR family member X1 OS=Mus musculus OX=10090 GN=Nlrx1 PE=1 SV=1	12	12	1.000	12	12	12.000
1720	1	sp|Q3TLD5|RMP_MOUSE	 	 	 	 	6.6	531	59083	Unconventional prefoldin RPB5 interactor OS=Mus musculus OX=10090 GN=Uri1 PE=1 SV=2	4	4	1.000	4	4	4.000
1721	1	sp|Q3TLH4|PRC2C_MOUSE	 	 	 	 	11.9	2846	310889	Protein PRRC2C OS=Mus musculus OX=10090 GN=Prrc2c PE=1 SV=3	30	30	1.000	30	30	30.000
1722	1	sp|Q3TLI0|TPC10_MOUSE	 	 	 	 	2.0	1259	141588	Trafficking protein particle complex subunit 10 OS=Mus musculus OX=10090 GN=Trappc10 PE=1 SV=2	2	2	1.000	2	2	2.000
1723	1	sp|Q3TLS3|GDPP1_MOUSE	 	 	 	 	6.5	386	42514	GDP-D-glucose phosphorylase 1 OS=Mus musculus OX=10090 GN=Gdpgp1 PE=1 SV=2	2	2	1.000	2	2	2.000
1724	1	sp|Q3TMH2|SCRN3_MOUSE	 	 	 	 	7.2	418	47661	Secernin-3 OS=Mus musculus OX=10090 GN=Scrn3 PE=1 SV=1	2	2	1.000	2	2	2.000
1725	1	sp|Q3TMX7|QSOX2_MOUSE	 	 	 	 	5.3	692	77774	Sulfhydryl oxidase 2 OS=Mus musculus OX=10090 GN=Qsox2 PE=1 SV=1	2	2	1.000	2	2	2.000
1726	1	sp|Q3TN34|MILK2_MOUSE	 	 	sp|Q3TN34|MILK2_MOUSE, sp|Q8BGT6|MILK1_MOUSE	 	15.3	1009	108287	MICAL-like protein 2 OS=Mus musculus OX=10090 GN=Micall2 PE=1 SV=1	14	12	0.857	14	12	13.600
1727	1	sp|Q3TNH5|F172A_MOUSE	 	 	 	 	7.0	417	48072	Cotranscriptional regulator FAM172A OS=Mus musculus OX=10090 GN=Fam172a PE=1 SV=2	2	2	1.000	2	2	2.000
1728	1	sp|Q3TNL8|IPRI_MOUSE	 	 	 	 	5.6	555	63237	Inositol 1,4,5-trisphosphate receptor-interacting protein OS=Mus musculus OX=10090 GN=Itprip PE=1 SV=1	3	3	1.000	3	3	3.000
1729	1	sp|Q3TPX4|EXOC5_MOUSE	 	 	 	 	10.9	708	81737	Exocyst complex component 5 OS=Mus musculus OX=10090 GN=Exoc5 PE=1 SV=2	7	7	1.000	7	7	7.000
1730	1	sp|Q3TQI7|TLS1_MOUSE	 	 	 	 	13.1	289	33543	Telomere length and silencing protein 1 homolog OS=Mus musculus OX=10090 PE=1 SV=2	4	4	1.000	4	4	4.000
1731	1	sp|Q3TRM8|HXK3_MOUSE	 	 	sp|O08528|HXK2_MOUSE, sp|P17710|HXK1_MOUSE, sp|Q3TRM8|HXK3_MOUSE	 	45.3	922	100100	Hexokinase-3 OS=Mus musculus OX=10090 GN=Hk3 PE=1 SV=2	64	57	0.891	64	57	59.447
